,Unnamed: 0,id,author_id,text,retweets,permalink,date,formatted_date,favorites,mentions,hashtags,geo,urls,search_hashtags,location,text_clean,tb_sentiment_polarity,tb_sentiment_subjectivity,textBlob_sentiment,vader_compound,vader_pos,vader_neg,vader_neu,V_Sentiment
4745,4745,1.12782e+18,15337932.0,Kinda like this? https://www.breitbart.com/politics/2019/05/12/ocasio-cortez-climate-change-destroy-earth-12-years-claim-not-literal/ @BreitbartNews @RepAOC @AOC #climatechange #dryhumor #satire,0,https://twitter.com/aaronjhill/status/1127821673900544000,2019-05-13 06:23:35+00:00,Mon May 13 06:23:35 +0000 2019,0,@BreitbartNews @RepAOC @AOC,#climatechange #dryhumor #satire,,https://www.breitbart.com/politics/2019/05/12/ocasio-cortez-climate-change-destroy-earth-12-years-claim-not-literal/,#climatechange,"California, USA",Kinda like this cortezclimatechangedestroyearth12yearsclaimnotliteral BreitbartNews RepAOC AOC climatechange dryhumor satire,0.0,0.0,positive,0.2975,0.19699999999999998,0.0,0.8029999999999999,Positive
5239,5239,1.10479e+18,7.97e+17,AOC Surprised by Bill Nye at SXSW @AOC Great dialogue: #AOC and Bill Nye (the Science Guy) about #climatechange. She warned against “viewing progress as a loss instead of as an investment.” “When we all invest...the wealth is for all of us too.” ,0,https://twitter.com/VictoriaBaldas2/status/1104786382927597571,2019-03-10 16:49:34+00:00,Sun Mar 10 16:49:34 +0000 2019,0,@AOC,#AOC #climatechange,,http://youtu.be/jaSIgln0gwc,#climatechange,"California, USA",AOC Surprised by Bill Nye at SXSW AOC Great dialogue AOC and Bill Nye the Science Guy about climatechange She warned against “viewing progress as a loss instead of as an investment” “When we all invest wealth is for all of us too” ,0.45,0.825,positive,0.8225,0.22899999999999998,0.084,0.687,Positive
5351,5351,1.19815e+18,86438480.0,@SenSanders and @SenWarren should run as a Dream Team to rebuild the American Dream that @realDonaldTrump and @GOP has sold for 30 pieces of silver! #Medicare4All #education #GreenNewDeal are only possible with God. @AOC @NextGenAmerica @sunrisemvmt @IndivisibleTeam @BetteMidler,0,https://twitter.com/CharlesBullar/status/1198146651048820737,2019-11-23 07:49:56+00:00,Sat Nov 23 07:49:56 +0000 2019,0,@SenSanders @SenWarren @realDonaldTrump @GOP @AOC @NextGenAmerica @sunrisemvmt @IndivisibleTeam @BetteMidler,#Medicare4All #education #GreenNewDeal,,,#greennewdeal,"California, USA",SenSanders and SenWarren should run as a Dream Team to rebuild the American Dream that realDonaldTrump and GOP has sold for 30 pieces of silver Medicare4All education GreenNewDeal are only possible with God AOC NextGenAmerica sunrisemvmt IndivisibleTeam BetteMidler,0.0,0.6666666666666666,positive,0.6249,0.152,0.0,0.848,Positive
5359,5359,1.19726e+18,86438480.0,#debate #tyt @SenWarren and @SenSanders announce you’re running together to save our Mother Earth and pass Common Sense Legislation #GreenNewDeal @AOC @Ilhan @itsJeffTiedrich @sunrisemvmt @NextGenAmerica @ClimateReality @MikeHudema,1,https://twitter.com/CharlesBullar/status/1197260428251930624,2019-11-20 21:08:24+00:00,Wed Nov 20 21:08:24 +0000 2019,0,@SenWarren @SenSanders @AOC @Ilhan @itsJeffTiedrich @sunrisemvmt @NextGenAmerica @ClimateReality @MikeHudema,#debate #tyt #GreenNewDeal,,,#greennewdeal,"California, USA",debate tyt SenWarren and SenSanders announce you’re running together to save our Mother Earth and pass Common Sense Legislation GreenNewDeal AOC Ilhan itsJeffTiedrich sunrisemvmt NextGenAmerica ClimateReality MikeHudema,-0.3,0.5,negative,0.4939,0.11,0.0,0.89,Positive
5388,5388,1.19534e+18,18208368.0,Get the details of @AOC @RepAOC @BernieSanders @SenSanders #GreenNewDeal for public housing legislation announced yesterday in this great write up from my go-to source for #ClimateCrisis news @ourdailyplanet,2,https://twitter.com/kurtbardella/status/1195339617303695360,2019-11-15 13:55:47+00:00,Fri Nov 15 13:55:47 +0000 2019,4,@AOC @RepAOC @BernieSanders @SenSanders @ourdailyplanet,#GreenNewDeal #ClimateCrisis,,https://www.ourdailyplanet.com/story/bernie-sanders-and-aoc-release-a-green-new-plan-for-public-housing/,#greennewdeal,"California, USA",Get the details of AOC RepAOC BernieSanders SenSanders GreenNewDeal for public housing legislation announced yesterday in this great write up from my goto source for ClimateCrisis news ourdailyplanet,0.4,0.4083333333333333,positive,0.7073,0.153,0.0,0.847,Positive
5392,5392,1.19501e+18,33136420.0,"This report & analysis from @DataProgress on @AOC &amp; @BernieSanders new #GreenNewDeal for public housing bill is remarkable. The left has long needed think thanks that can back up our demands with data, analysis, polling &amp; more. Now we’ve got one. ",47,https://twitter.com/evanlweber/status/1195009515869163522,2019-11-14 16:04:05+00:00,Thu Nov 14 16:04:05 +0000 2019,158,@DataProgress @AOC @BernieSanders,#GreenNewDeal,,https://www.dataforprogress.org/green-new-deal-public-housing,#greennewdeal,"California, USA",This report  analysis from DataProgress on AOC amp BernieSanders new GreenNewDeal for public housing bill is remarkable The left has long needed think thanks that can back up our demands with data analysis polling amp more Now we’ve got one ,0.19204545454545452,0.29640151515151514,positive,0.7579,0.146,0.0,0.8540000000000001,Positive
5393,5393,1.19501e+18,276209711.0,"It just keeps getting better! Thank you, @BernieSanders &amp; @AOC! #Bernie2020 #GreenNewDeal ",0,https://twitter.com/sunstretch/status/1195006973596635136,2019-11-14 15:53:59+00:00,Thu Nov 14 15:53:59 +0000 2019,1,@BernieSanders @AOC,#Bernie2020 #GreenNewDeal,,https://twitter.com/SenSanders/status/1194993017167470598,#greennewdeal,"California, USA",It just keeps getting better Thank you BernieSanders amp AOC Bernie2020 GreenNewDeal ,0.5,0.5,positive,0.6597,0.35100000000000003,0.0,0.649,Positive
5394,5394,1.195e+18,33136420.0,Very awesome to see this op-Ed in @NYDailyNews from @sunrisemvmt’s very own @x3Marcela_ on @AOC &amp; @BernieSanders #GreenNewDeal for Public Housing legislation that drops today. ,7,https://twitter.com/evanlweber/status/1195003607617277952,2019-11-14 15:40:36+00:00,Thu Nov 14 15:40:36 +0000 2019,32,@NYDailyNews @sunrisemvmt @x3Marcela_ @AOC @BernieSanders,#GreenNewDeal,,https://www.nydailynews.com/opinion/ny-oped-public-housing-needs-its-own-green-new-deal-20191114-b3aliheyqvc6ll425rcb7tg5cq-story.html,#greennewdeal,"California, USA",Very awesome to see this opEd in NYDailyNews from sunrisemvmt’s very own x3Marcela on AOC amp BernieSanders GreenNewDeal for Public Housing legislation that drops today ,0.5933333333333334,0.6888888888888891,positive,0.659,0.155,0.0,0.845,Positive
5417,5417,1.19148e+18,33136420.0,".@SpeakerPelosi: “you can’t win the Midwest on the #GreenNewDeal!” @sunrisemvmt, @usclimatestrike, @BernieSanders, &amp; @AOC: hold our ",19,https://twitter.com/evanlweber/status/1191477378100400128,2019-11-04 22:08:38+00:00,Mon Nov 04 22:08:38 +0000 2019,86,@SpeakerPelosi @sunrisemvmt @usclimatestrike @BernieSanders @AOC,#GreenNewDeal,,https://twitter.com/BernieSanders/status/1191418909041319937,#greennewdeal,"California, USA",SpeakerPelosi “you can’t win the Midwest on the GreenNewDeal” sunrisemvmt usclimatestrike BernieSanders amp AOC hold our ,0.8,0.4,positive,0.5859,0.20199999999999999,0.0,0.7979999999999999,Positive
5421,5421,1.18997e+18,67612531.0,"Time to endorse @BernieSanders if you really feel this strongly. Only he has a comprehensive #GreenNewDeal to save this planet and create new jobs &amp; opportunities for the working-class. @AOC stands with @SenSanders &amp; the #GND. Will you, @JayInslee? #NotMeUs",2,https://twitter.com/echarlie429/status/1189968443258355713,2019-10-31 18:12:40+00:00,Thu Oct 31 18:12:40 +0000 2019,6,@BernieSanders @AOC @SenSanders @JayInslee,#GreenNewDeal #GND #NotMeUs,,https://twitter.com/JayInslee/status/1189634931032346624,#greennewdeal,"California, USA",Time to endorse BernieSanders if you really feel this strongly Only he has a comprehensive GreenNewDeal to save this planet and create new jobs amp opportunities for the workingclass AOC stands with SenSanders amp the GND Will you JayInslee NotMeUs,0.11212121212121212,0.5515151515151515,positive,0.917,0.311,0.0,0.6890000000000001,Positive
5459,5459,1.18378e+18,1.09e+18,"Dear @AOC, What little faith you have: -IN UR #GreenNewDeal &amp; -IN YOUR ABILITY as a member of the #HouseOfRepresentatives to PASS ANY BILLS INTO #LAW Maybe being a member of #Congress is too much for you. Are you OK? Do you need help? Is this #SeeSomethingSaySomething Moment?",6,https://twitter.com/moderateRepand1/status/1183775516811247616,2019-10-14 16:04:11+00:00,Mon Oct 14 16:04:11 +0000 2019,6,@AOC,#GreenNewDeal #HouseOfRepresentatives #LAW #Congress #SeeSomethingSaySomething,,https://twitter.com/DavidJHarrisJr/status/1183735487367913472,#greennewdeal,"California, USA",Dear AOC What little faith you have IN UR GreenNewDeal amp IN YOUR ABILITY as a member of the HouseOfRepresentatives to PASS ANY BILLS INTO LAW Maybe being a member of Congress is too much for you Are you OK Do you need help Is this SeeSomethingSaySomething Moment,0.1708333333333333,0.4,positive,0.9148,0.251,0.0,0.7490000000000001,Positive
5462,5462,1.18348e+18,28350888.0,"The @AOC version could likely be improved, but I agree with some form of #GreenNewDeal as well as @ewarren’s call for a #BlueNewDeal. Again though, we are now discussing #policy, not #science. You cannot conflate the two. #FireDrillFriday",0,https://twitter.com/arlohemphill/status/1183476079970914306,2019-10-13 20:14:20+00:00,Sun Oct 13 20:14:20 +0000 2019,1,@AOC @ewarren,#GreenNewDeal #BlueNewDeal #policy #science #FireDrillFriday,,,#greennewdeal,"California, USA",The AOC version could likely be improved but I agree with some form of GreenNewDeal as well as ewarren’s call for a BlueNewDeal Again though we are now discussing policy not science You cannot conflate the two FireDrillFriday,0.0,1.0,positive,0.7876,0.19399999999999998,0.0,0.8059999999999999,Positive
5464,5464,1.18341e+18,1.09e+18,@AOC tries #ScaringKids they've got 12yrs LEFT Now EMOTIONAL ATTACK GOV'T RUN #GREENNEWDEAL ISN'T World's SAVIOR #CLIMATECHANGE INVENTION LIKE #SolarBlinds &amp; Windows #SolarRoads #AlgaeCO2CarbonFibers create Steel-like BEAMS light as ALUMINUM #CO2Scrubbers #SuperCapacitorBattery https://twitter.com/OnlyGod4ever/status/1183238308022800385,1,https://twitter.com/moderateRepand1/status/1183405002532016128,2019-10-13 15:31:53+00:00,Sun Oct 13 15:31:53 +0000 2019,1,@AOC,#ScaringKids #GREENNEWDEAL #CLIMATECHANGE #SolarBlinds #SolarRoads #AlgaeCO2CarbonFibers #CO2Scrubbers #SuperCapacitorBattery,,https://twitter.com/OnlyGod4ever/status/1183238308022800385,#greennewdeal,"California, USA",AOC tries ScaringKids theyve got 12yrs LEFT Now EMOTIONAL ATTACK GOVT RUN GREENNEWDEAL ISNT Worlds SAVIOR CLIMATECHANGE INVENTION LIKE SolarBlinds amp Windows SolarRoads AlgaeCO2CarbonFibers create Steellike BEAMS light as ALUMINUM CO2Scrubbers SuperCapacitorBattery ,0.07500000000000001,0.4375,positive,0.4278,0.19399999999999998,0.09699999999999999,0.7090000000000001,Positive
5473,5473,1.18129e+18,19532134.0,I'm following @RudyGiuliani very closely on the Biden scandal. Got paid to pump money into Ukrainian oil with tax payer money. Trump wins and opens U.S. oil. Then here comes @AOC +3 pushing the #GreenNewDeal. Where did AOC get her money to run for office? Tips? ,2,https://twitter.com/MarkInTombstone/status/1181285604677603334,2019-10-07 19:10:10+00:00,Mon Oct 07 19:10:10 +0000 2019,2,@RudyGiuliani @AOC,#GreenNewDeal,,,#greennewdeal,"California, USA",Im following RudyGiuliani very closely on the Biden scandal Got paid to pump money into Ukrainian oil with tax payer money Trump wins and opens  oil Then here comes AOC 3 pushing the GreenNewDeal Where did AOC get her money to run for office Tips ,0.16666666666666666,0.20000000000000004,positive,0.2023,0.076,0.06,0.8640000000000001,Positive
5637,5637,1.16469e+18,16240376.0,"When I was in Nancy Pelosi’s office last November with Sunrise, I remember how the energy soared when @AOC entered the room. It felt exciting and high stakes. Little did I know that moment would change history forever. Ushering in the nationwide demand for the #GreenNewDeal.",9,https://twitter.com/BeccaRast/status/1164694358362402817,2019-08-23 00:22:28+00:00,Fri Aug 23 00:22:28 +0000 2019,63,@AOC,#GreenNewDeal,,,#greennewdeal,"California, USA",When I was in Nancy Pelosi’s office last November with Sunrise I remember how the energy soared when AOC entered the room It felt exciting and high stakes Little did I know that moment would change history forever Ushering in the nationwide demand for the GreenNewDeal,0.06812499999999999,0.4766666666666667,positive,0.5859,0.113,0.032,0.855,Positive
5663,5663,1.15744e+18,20863905.0,"Well that’s an irresponsible and misleading headline, @NBCNews . Maybe add a few words to the headline to clarify that they’re leaving to work on her re-election campaign and a non profit supporting her #GreenNewDeal . They’re not abandoning her. @AOC",0,https://twitter.com/Elemmiir/status/1157439181276233728,2019-08-02 23:52:59+00:00,Fri Aug 02 23:52:59 +0000 2019,0,@NBCNews @AOC,#GreenNewDeal,,https://twitter.com/NBCNews/status/1157437197248794624,#greennewdeal,"California, USA",Well that’s an irresponsible and misleading headline NBCNews  Maybe add a few words to the headline to clarify that they’re leaving to work on her reelection campaign and a non profit supporting her GreenNewDeal  They’re not abandoning her AOC,0.024999999999999998,0.175,positive,0.5399,0.21600000000000003,0.12,0.664,Positive
5680,5680,1.15591e+18,1684178449.0,Exactly right. @AOC wants to tax the middle class to pay for the #GreenNewDeal . How can they clean up the world when they can't clean their own districts. #WeAreAllBaltimore,0,https://twitter.com/gbsamples/status/1155906408438800385,2019-07-29 18:22:18+00:00,Mon Jul 29 18:22:18 +0000 2019,1,@AOC,#GreenNewDeal #WeAreAllBaltimore,,https://twitter.com/chuckwoolery/status/1155891109186482176,#greennewdeal,"California, USA",Exactly right AOC wants to tax the middle class to pay for the GreenNewDeal  How can they clean up the world when they cant clean their own districts WeAreAllBaltimore,0.3031746031746032,0.505952380952381,positive,0.6124,0.165,0.043,0.7929999999999999,Positive
5683,5683,1.15523e+18,21595206.0,"Loving your outdoor office space, @AOC #GreenNewDeal – at United States Capitol",0,https://twitter.com/karishma_oza/status/1155230968875245568,2019-07-27 21:38:20+00:00,Sat Jul 27 21:38:20 +0000 2019,0,@AOC,#GreenNewDeal,,,#greennewdeal,"California, USA",Loving your outdoor office space AOC GreenNewDeal – at United States Capitol,0.6,0.95,positive,0.7717,0.42700000000000005,0.0,0.573,Positive
5700,5700,1.15081e+18,592403411.0,.@tomfriedman — why not write about @JayInslee and his top-rated climate plan as the best possible practical way forward for a #GreenNewDeal promoted by the likes of @AOC and others? The disconnect is puzzling to me.,1,https://twitter.com/EricOrts/status/1150814495494803456,2019-07-15 17:08:51+00:00,Mon Jul 15 17:08:51 +0000 2019,0,@tomfriedman @JayInslee @AOC,#GreenNewDeal,,,#greennewdeal,"California, USA",tomfriedman — why not write about JayInslee and his toprated climate plan as the best possible practical way forward for a GreenNewDeal promoted by the likes of AOC and others The disconnect is puzzling to me,0.5,0.65,positive,0.8689,0.24,0.0,0.76,Positive
5716,5716,1.14729e+18,96570887.0,@AOC Great to meet you today and talk about real issues. #GreenNewDeal ,0,https://twitter.com/EdHernandez_19/status/1147294784761057280,2019-07-06 00:02:47+00:00,Sat Jul 06 00:02:47 +0000 2019,0,@AOC,#GreenNewDeal,,,#greennewdeal,"California, USA",AOC Great to meet you today and talk about real issues GreenNewDeal ,0.5,0.525,positive,0.6249,0.272,0.0,0.728,Positive
5721,5721,1.14648e+18,592403411.0,"Here’s how those favoring a #GreenNewDeal can support it in the Dem primary for President. @AOC and others should demand that candidates adopt the plan by Gov @JayInslee which Greenpeace gives an A. Get it done! At present, @SenKamalaHarris gets a C....",0,https://twitter.com/EricOrts/status/1146476881878929408,2019-07-03 17:52:43+00:00,Wed Jul 03 17:52:43 +0000 2019,0,@AOC @JayInslee @SenKamalaHarris,#GreenNewDeal,,https://www.greenpeace.org/usa/climate2020/,#greennewdeal,"California, USA",Here’s how those favoring a GreenNewDeal can support it in the Dem primary for President AOC and others should demand that candidates adopt the plan by Gov JayInslee which Greenpeace gives an A Get it done At present SenKamalaHarris gets a C,0.2,0.25,positive,0.6908,0.16899999999999998,0.035,0.7959999999999999,Positive
5726,5726,1.14548e+18,32311705.0,.@AOC You have nothing to prove to Trump’s apprentice. You are an example for our daughters and our boys as well. #RoleModel #GreenNewDeal #AOC,0,https://twitter.com/JavierEBS/status/1145478966993723392,2019-06-30 23:47:22+00:00,Sun Jun 30 23:47:22 +0000 2019,0,@AOC,#RoleModel #GreenNewDeal #AOC,,,#greennewdeal,"California, USA",AOC You have nothing to prove to Trump’s apprentice You are an example for our daughters and our boys as well RoleModel GreenNewDeal AOC,0.0,0.0,positive,0.2732,0.084,0.0,0.9159999999999999,Positive
5727,5727,1.14499e+18,73946146.0,"#Virginia Delegate @Sam_Rasoul discusses the #GreenNewDeal suggesting we check out @AOC’s video! We are @NetworkVirginia #WomensSummit getting our #WONK on and laying it all out on the table. Sam is also an @VAratifyERA #ERA patron Thanks, Sam. We adore you – at Hilton McLean Tysons Corner",1,https://twitter.com/CABlueBlaze/status/1144993879009177602,2019-06-29 15:39:48+00:00,Sat Jun 29 15:39:48 +0000 2019,4,@Sam_Rasoul @AOC @NetworkVirginia @VAratifyERA,#Virginia #GreenNewDeal #WomensSummit #WONK #ERA,,,#greennewdeal,"California, USA",Virginia Delegate SamRasoul discusses the GreenNewDeal suggesting we check out AOC’s video We are NetworkVirginia WomensSummit getting our WONK on and laying it all out on the table Sam is also an VAratifyERA ERA patron Thanks Sam We adore you – at Hilton McLean Tysons Corner,0.2,0.2,positive,0.7579,0.131,0.0,0.8690000000000001,Positive
5755,5755,1.13995e+18,592403411.0,My theory for @JayInslee leading a Democratic landslide in 2020: 1. He’s got the experience and skills to win purple and even red states. His focus and record on climate change can galvanize the enthusiasm of @AOC and make the idealistic #GreenNewDeal a practical reality.,0,https://twitter.com/EricOrts/status/1139950999467122688,2019-06-15 17:41:12+00:00,Sat Jun 15 17:41:12 +0000 2019,0,@JayInslee @AOC,#GreenNewDeal,,,#greennewdeal,"California, USA",My theory for JayInslee leading a Democratic landslide in 2020 1 He’s got the experience and skills to win purple and even red states His focus and record on climate change can galvanize the enthusiasm of AOC and make the idealistic GreenNewDeal a practical reality,0.4,0.2,positive,0.8591,0.196,0.0,0.804,Positive
5776,5776,1.13524e+18,324643808.0,Sorry @AOC r #potus @realDonaldTrump best u 2 the #GreenNewDeal n all across #America we r seeing the #green in r paychecks #therealgreennewdeal #MAGA #KAG #MOREMONEYINPOCKET #THANKUPREZTRUMPB #POTUS $$$$$,0,https://twitter.com/pattilee60/status/1135238505435676673,2019-06-02 17:35:26+00:00,Sun Jun 02 17:35:26 +0000 2019,0,@AOC @realDonaldTrump,#potus #GreenNewDeal #America #green #therealgreennewdeal #MAGA #KAG #MOREMONEYINPOCKET #THANKUPREZTRUMPB #POTUS,,,#greennewdeal,"California, USA",Sorry AOC r potus realDonaldTrump best u 2 the GreenNewDeal n all across America we r seeing the green in r paychecks therealgreennewdeal MAGA KAG MOREMONEYINPOCKET THANKUPREZTRUMPB POTUS ,0.1,0.5333333333333333,positive,0.5994,0.165,0.051,0.784,Positive
