,Unnamed: 0,id,author_id,text,retweets,permalink,date,formatted_date,favorites,mentions,hashtags,geo,urls,search_hashtags,location,text_clean,tb_sentiment_polarity,tb_sentiment_subjectivity,textBlob_sentiment,vader_compound,vader_pos,vader_neg,vader_neu,V_Sentiment
11898,11898,1.1951e+18,94180124.0,@BernieSanders &amp; @AOC introduced $180 million proposal for public housing as part of the #GreenNewDeal. Makes sense. Marginalized communities have been hurt most by climate change.,1,https://twitter.com/AbbyBrickler/status/1195098312967413760,2019-11-14 21:56:56+00:00,Thu Nov 14 21:56:56 +0000 2019,2,@BernieSanders @AOC,#GreenNewDeal,,,#greennewdeal,"Chicago, USA",BernieSanders amp AOC introduced 180 million proposal for public housing as part of the GreenNewDeal Makes sense Marginalized communities have been hurt most by climate change,0.25,0.2833333333333333,positive,-0.5267,0.0,0.12,0.88,Negative
11913,11913,1.19027e+18,422790633.0,“We only have empty pockets when it comes to the morally right thing to do.” ~@AOC #education #MedicareForAll #GreenNewDeal ,1,https://twitter.com/anthonyholler/status/1190274385871081473,2019-11-01 14:28:22+00:00,Fri Nov 01 14:28:22 +0000 2019,0,@AOC,#education #MedicareForAll #GreenNewDeal,,https://twitter.com/walkerbragman/status/1190164719656673280?s=21,#greennewdeal,"Chicago, USA",“We only have empty pockets when it comes to the morally right thing to do” AOC education MedicareForAll GreenNewDeal ,0.0619047619047619,0.6785714285714285,positive,-0.2023,0.0,0.091,0.909,Negative
12056,12056,1.14783e+18,36123302.0,"Given @AOC follower count, I’m shocked that her pinned #GreenNewDeal tweet has not been shared more widely. #FailedGreenNewDealPolicy",0,https://twitter.com/dcelander/status/1147831777656025093,2019-07-07 11:36:36+00:00,Sun Jul 07 11:36:36 +0000 2019,0,@AOC,#GreenNewDeal #FailedGreenNewDealPolicy,,,#greennewdeal,"Chicago, USA",Given AOC follower count I’m shocked that her pinned GreenNewDeal tweet has not been shared more widely FailedGreenNewDealPolicy,-0.09999999999999998,0.5666666666666668,negative,-0.5165,0.0,0.213,0.787,Negative
12140,12140,1.11174e+18,2576812692.0,"@AOC and @saikatc wouldn't know a theorem from a theremin. They are science illiterates the came up with the #GreenNewDeal in a couple, probably drug fueled, hours. There is no science in it. It is a ponzi scheme.",0,https://twitter.com/hickory63/status/1111742326538420231,2019-03-29 21:30:00+00:00,Fri Mar 29 21:30:00 +0000 2019,1,@AOC @saikatc,#GreenNewDeal,,,#greennewdeal,"Chicago, USA",AOC and saikatc wouldnt know a theorem from a theremin They are science illiterates the came up with the GreenNewDeal in a couple probably drug fueled hours There is no science in it It is a ponzi scheme,0.0,0.0,positive,-0.29600000000000004,0.0,0.062,0.937,Negative
12142,12142,1.11129e+18,43674937.0,https://www.npr.org/2019/03/28/707506544/air-force-needs-almost-5-billion-to-recover-bases-from-hurricane-flood-damage?utm_source=facebook.com&amp;utm_medium=social&amp;utm_campaign=npr&amp;utm_term=nprnews&amp;utm_content=20190328&amp;fbclid=IwAR22qaYQcnfMv5aJE18kQBlz6cFmJQl_YMf73SAM1Au-oRaQMrRYYzlxVf4 @realDonaldTrump @AOC we can pay for a #GreenNewDeal or we can keep paying for these affects of #ClimateChange,0,https://twitter.com/PamSGray/status/1111292460788080640,2019-03-28 15:42:24+00:00,Thu Mar 28 15:42:24 +0000 2019,0,@realDonaldTrump @AOC,#GreenNewDeal #ClimateChange,,https://www.npr.org/2019/03/28/707506544/air-force-needs-almost-5-billion-to-recover-bases-from-hurricane-flood-damage?utm_source=facebook.com&utm_medium=social&utm_campaign=npr&utm_term=nprnews&utm_content=20190328&fbclid=IwAR22qaYQcnfMv5aJE18kQBlz6cFmJQl_YMf73SAM1Au-oRaQMrRYYzlxVf4,#greennewdeal,"Chicago, USA",forceneedsalmost5billiontorecoverbasesfromhurricaneflooddamageutmsourceutmmediumsocialamputmcampaignnpramputmtermnprnewsamputmcontent20190328ampfbclidIwAR22qaYQcnfMv5aJE18kQBlz6cFmJQlYMf73SAM1AuoRaQMrRYYzlxVf4 realDonaldTrump AOC we can pay for a GreenNewDeal or we can keep paying for these affects of ClimateChange,0.0,0.0,positive,-0.1027,0.0,0.076,0.924,Negative
12148,12148,1.11103e+18,55308593.0,“Science should not be partisan..”!!! Thank you @AOC.. it’s INSANE that there’s even a question about that in 2019! #scienceshouldnotbepartisan #climatechange #GreenNewDeal #thesciencebehindclimatechangeisreal ,1,https://twitter.com/MaxeenDeniro/status/1111029834115887105,2019-03-27 22:18:49+00:00,Wed Mar 27 22:18:49 +0000 2019,1,@AOC,#scienceshouldnotbepartisan #climatechange #GreenNewDeal #thesciencebehindclimatechangeisreal,,https://twitter.com/briantylercohen/status/1110700996282343424,#greennewdeal,"Chicago, USA",“Science should not be partisan” Thank you AOC it’s INSANE that there’s even a question about that in 2019 scienceshouldnotbepartisan climatechange GreenNewDeal thesciencebehindclimatechangeisreal ,-1.0,1.0,negative,-0.675,0.0,0.217,0.7829999999999999,Negative
18864,18864,1.17523e+18,1.05e+18,School Climate Strike #GreenNewDealNOW #ClimateStrike #greta #GretaThunberg #aoc #schoolstrike4climate @GretaThunberg @AOC – at Battery Park,2,https://twitter.com/Women2Dc/status/1175233936227803136,2019-09-21 02:22:59+00:00,Sat Sep 21 02:22:59 +0000 2019,5,@GretaThunberg @AOC,#GreenNewDealNOW #ClimateStrike #greta #GretaThunberg #aoc #schoolstrike4climate,,,#climatestrike,"Florida, USA",School Climate Strike GreenNewDealNOW ClimateStrike greta GretaThunberg aoc schoolstrike4climate GretaThunberg AOC – at Battery Park,0.0,0.0,positive,-0.128,0.0,0.10300000000000001,0.897,Negative
21614,21614,1.17523e+18,1.05e+18,School Climate Strike #GreenNewDealNOW #ClimateStrike #greta #GretaThunberg #aoc #schoolstrike4climate @GretaThunberg @AOC – at Battery Park,2,https://twitter.com/Women2Dc/status/1175233936227803136,2019-09-21 02:22:59+00:00,Sat Sep 21 02:22:59 +0000 2019,5,@GretaThunberg @AOC,#GreenNewDealNOW #ClimateStrike #greta #GretaThunberg #aoc #schoolstrike4climate,,,#climatestrike,"Florida, USA",School Climate Strike GreenNewDealNOW ClimateStrike greta GretaThunberg aoc schoolstrike4climate GretaThunberg AOC – at Battery Park,0.0,0.0,positive,-0.128,0.0,0.10300000000000001,0.897,Negative
23919,23919,1.20313e+18,1.2e+18,"@RepAOC in an @AOC &amp; #DCR team, fighting #ClimateChange #inequality #racism #corruption #hate our motto could be like To protect the world from devestation To unite all peoples within the nation To Denounce the evils of truth &amp; love To extend our reach to the stars above",1,https://twitter.com/DCR2o2o/status/1203127364877725696,2019-12-07 01:41:31+00:00,Sat Dec 07 01:41:31 +0000 2019,1,@RepAOC @AOC,#DCR #ClimateChange #inequality #racism #corruption #hate,,,#climatechange,"Florida, USA",RepAOC in an AOC amp DCR team fighting ClimateChange inequality racism corruption hate our motto could be like To protect the world from devestation To unite all peoples within the nation To Denounce the evils of truth amp love To extend our reach to the stars above,-0.10000000000000002,0.5333333333333333,negative,-0.6124,0.21600000000000003,0.24600000000000002,0.539,Negative
24673,24673,1.18355e+18,1.18e+18,"What this theatrical belligerent idiot @AOC near tears talks about! From colonialism, racism, oppression, to fictitious #ClimateChange! #PuertoRico is it's not part of the #US! Is it free &amp; independent country annexed to the #US Some people aren't meant to populate, anyways! ",3,https://twitter.com/Templar_Nation/status/1183546823451041792,2019-10-14 00:55:26+00:00,Mon Oct 14 00:55:26 +0000 2019,6,@AOC,#ClimateChange #PuertoRico #US #US,,,#climatechange,"Florida, USA",What this theatrical belligerent idiot AOC near tears talks about From colonialism racism oppression to fictitious ClimateChange PuertoRico is its not part of the US Is it free amp independent country annexed to the US Some people arent meant to populate anyways ,-0.06000000000000001,0.425,negative,-0.7184,0.065,0.184,0.7509999999999999,Negative
24790,24790,1.18008e+18,599828678.0,These r neighbors of mine ( scary I know)just a stones throw from the 11559...it’s 2019 and REAL people at REAL town halls r screaming about eating babies ......#ClimateChange #TownHall @AOC I will be at the next town hall with popcorn with the town hall crew https://twitter.com/RealSaavedra/status/1179908480322289664,0,https://twitter.com/BigBenI1/status/1180084030441709568,2019-10-04 11:35:32+00:00,Fri Oct 04 11:35:32 +0000 2019,2,@AOC,#ClimateChange #TownHall,,https://twitter.com/RealSaavedra/status/1179908480322289664,#climatechange,"Florida, USA",These r neighbors of mine  scary I knowjust a stones throw from the 11559’s 2019 and REAL people at REAL town halls r screaming about eating babies ClimateChange TownHall AOC I will be at the next town hall with popcorn with the town hall crew ,-0.024999999999999998,0.4,negative,-0.7003,0.0,0.132,0.868,Negative
